-0.12 -95.06,32.72 -92.74,65.29 -87.23,81.10 61.39,49.06 80.82,16.31 83.90,-16.54 86.02,-49.22 89.11,-81.14 108.61,-65.39 -102.90,-32.92 -97.37,10.84 -64.36,43.62 -61.63,75.96 -50.55,70.66 104.68,38.17 112.13,5.36 114.62,-27.47 116.82,-60.02 121.18,-85.51 -117.94,-54.63 -70.10,-22.01 -66.50,21.78 -33.61,54.49 -30.02,85.51 17.73,59.90 138.76,27.25 143.11,-5.60 145.30,-38.36 147.79,-70.73 155.27,-76.02 -49.60,-43.79 -38.49,-11.07 -35.75,32.72 -2.74,65.29 2.77,81.10 151.39,49.06 170.82,16.31 173.90,-16.54 176.02,-49.22 179.11,-81.14 -161.39,-65.39 -12.90,-32.92 -7.37,-0.12 -5.06,43.62 28.37,75.96 39.45,70.66 -165.32,38.17 -157.87,5.36 -155.38,-27.47 -153.18,-60.02 -148.82,-85.51 -27.94,-54.63 19.90,-22.01 23.50,10.84 25.64,54.49 59.98,85.51 107.73,59.90 -131.24,27.25 -126.89,-5.60 -124.70,-38.36 -122.21,-70.73 -114.73,-76.02 40.40,-43.79 51.51,-11.07 54.25,21.78 56.39
-74.24 -19.44,-72.53 136.28,-40.20 144.71,-7.45 147.27,25.41 149.45,58.08 153.51,86.31 -108.40,56.32 -37.64,23.63 -33.83,-9.23 -31.67,-41.96 -29.03,-84.23 35.99,-61.84 171.03,-29.31 175.73,3.51 177.96,36.33 -179.62,68.85 -172.95,77.72 -18.97,45.46 -5.90,12.68 -3.06,-20.16 -0.94,-52.80 2.47,-82.77 178.20,-51.04 -156.70,-18.39 -153.45,14.46 -151.33,47.22 -148.38,79.40 -132.72,67.11 19.22,34.56 25.27,1.73 27.64,-31.08 29.90,-63.58 34.98,-72.53 -133.72,-40.20 -125.29,-7.45 -122.73,25.41 -120.55,58.08 -116.49,86.31 -18.40,56.32 52.36,23.63 56.17,-9.23 58.33,-41.96 60.97,-74.24 70.56,-61.84 -98.97,-29.31 -94.27,3.51 -92.04,36.33 -89.62,68.85 -82.95,77.72 71.03,45.46 84.10,12.68 86.94,-20.16 89.06,-52.80 92.47,-84.23 125.99,-51.04 -66.70,-18.39 -63.45,14.46 -61.33,47.22 -58.38,79.40 -42.72,67.11 109.22,34.56 115.27,1.73 117.64,-31.08 119.90,-63.58 124.98,-82.77 -91.80
-77.72 -15.80,-68.99 138.12,-36.58 144.83,-3.80 147.25,29.04 149.48,61.67 154.16,84.25 -70.96,52.71 -37.22,19.99 -33.81,-12.87 -31.69,-45.57 -28.85,-86.30 72.90,-58.25 171.69,-25.68 175.77,7.15 177.94,39.96 -179.50,72.41 -171.13,74.23 -15.31,41.84 -5.72,9.04 -3.08,-23.80 -0.93,-56.39 2.90,-79.49 -172.22,-47.44 -156.42,-14.75 -153.45,18.11 -151.34,50.84 -148.10,82.70 -123.28,63.53 20.27,30.93 25.34,-1.92 27.61,-34.70 29.98,-67.15 36.03,-68.99 -131.88,-36.58 -125.17,-3.80 -122.75,29.04 -120.52,61.67 -115.84,84.25 19.04,52.71 52.78,19.99 56.19,-12.87 58.31,-45.57 61.15,-77.72 74.20,-58.25 -98.31,-25.68 -94.23,7.15 -92.06,39.96 -89.50,72.41 -81.13,74.23 74.69,41.84 84.28,9.04 86.92,-23.80 89.07,-56.39 92.90,-86.30 162.90,-47.44 -66.42,-14.75 -63.45,18.11 -61.34,50.84 -58.10,82.70 -33.28,63.53 110.27,30.93 115.34,-1.92 117.61,-34.70 119.98,-67.15 126.03,-79.49 -82.22
-81.10 -9.20,-65.43 139.37,-32.96 144.92,-0.16 147.23,32.68 149.54,65.26 155.05,81.14 -56.42,49.10 -36.90,16.35 -33.81,-16.50 -31.70,-49.18 -28.60,-85.54 123.96,-54.66 172.18,-22.05 175.79,10.80 177.93,43.58 -179.34,75.92 -168.31,70.70 -13.05,38.21 -5.58,5.40 -3.10,-27.43 -0.90,-59.98 3.46,-76.05 -167.35,-43.83 -156.20,-11.11 -153.46,21.75 -151.33,54.45 -147.74,85.48 -100.36,59.94 21.03,27.29 25.39,-5.56 27.59,-38.32 30.08,-70.70 37.53,-65.43 -130.63,-32.96 -125.08,-0.16 -122.77,32.68 -120.46,65.26 -114.95,81.14 33.58,49.10 53.10,16.35 56.19,-16.50 58.30,-49.18 61.40,-81.10 80.80,-54.66 -97.82,-22.05 -94.21,10.80 -92.07,43.58 -89.34,75.92 -78.31,70.70 76.95,38.21 84.42,5.40 86.90,-27.43 89.10,-59.98 93.46,-85.54 -146.04,-43.83 -66.20,-11.11 -63.46,21.75 -61.33,54.45 -57.74,85.48 -10.36,59.94 111.03,27.29 115.39,-5.56 117.59,-38.32 120.08,-70.70 127.53,-76.05 -77.35
-84.21 5.09,-61.86 140.27,-29.33 144.98,3.48 147.21,36.31 149.63,68.83 156.29,77.75 -49.76,45.48 -36.66,12.71 -33.82,-20.14 -31.69,-52.78 -28.28,-82.79 147.36,-51.07 172.55,-18.41 175.80,14.44 177.91,47.20 -179.13,79.38 -163.52,67.13 -11.54,34.58 -5.48,1.75 -3.12,-31.06 -0.85,-63.56 4.22,-72.55 -164.49,-40.22 -156.04,-7.47 -153.48,25.38 -151.31,58.05 -147.25,86.32 -49.50,56.34 21.60,23.65 25.42,-9.20 27.57,-41.94 30.21,-74.22 39.79,-61.86 -129.73,-29.33 -125.02,3.48 -122.79,36.31 -120.37,68.83 -113.71,77.75 40.24,45.48 53.34,12.71 56.18,-20.14 58.31,-52.78 61.72,-84.21 95.09,-51.07 -97.45,-18.41 -94.20,14.44 -92.09,47.20 -89.13,79.38 -73.52,67.13 78.46,34.58 84.52,1.75 86.88,-31.06 89.15,-63.56 94.22,-82.79 -122.64,-40.22 -66.04,-7.47 -63.48,25.38 -61.31,58.05 -57.25,86.32 40.50,56.34 111.60,23.65 115.42,-9.20 117.57,-41.94 120.21,-74.22 129.79,-72.55 -74.49
-86.29 41.80,-58.28 140.93,-25.70 145.01,7.13 147.19,39.94 149.74,72.38 158.10,74.26 -46.09,41.86 -36.47,9.06 -33.83,-23.78 -31.68,-56.37 -27.86,-79.51 156.98,-47.46 172.83,-14.77 175.79,18.08 177.91,50.82 -178.86,82.68 -154.12,63.55 -10.49,30.95 -5.41,-1.89 -3.14,-34.68 -0.78,-67.12 5.27,-69.01 -162.65,-36.60 -155.92,-3.83 -153.50,29.02 -151.27,61.65 -146.60,84.27 -11.86,52.73 22.02,20.01 25.43,-12.84 27.56,-45.55 30.40,-77.70 43.42,-58.28 -129.07,-25.70 -124.99,7.13 -122.81,39.94 -120.26,72.38 -111.90,74.26 43.91,41.86 53.53,9.06 56.17,-23.78 58.32,-56.37 62.14,-86.29 131.80,-47.46 -97.17,-14.77 -94.21,18.08 -92.09,50.82 -88.86,82.68 -64.12,63.55 79.51,30.95 84.59,-1.89 86.86,-34.68 89.22,-67.12 95.27,-79.51 -113.02,-36.60 -65.92,-3.83 -63.50,29.02 -61.27,61.65 -56.60,84.27 78.14,52.73 112.02,20.01 115.43,-12.84 117.56,-45.55 120.40,-77.70 133.42,-69.01 -72.65
-85.55 92.96,-54.69 141.42,-22.07 145.03,10.77 147.17,43.56 149.90,75.90 160.92,70.72 -43.82,38.23 -36.34,5.42 -33.85,-27.41 -31.65,-59.96 -27.30,-76.07 161.87,-43.86 173.04,-11.13 175.78,21.72 177.92,54.43 -178.49,85.47 -131.35,59.96 -9.72,27.31 -5.36,-5.54 -3.16,-38.30 -0.68,-70.67 6.77,-65.45 -161.39,-32.98 -155.84,-0.18 -153.52,32.65 -151.21,65.23 -145.72,81.16 2.76,49.12 22.34,16.37 25.43,-16.48 27.55,-49.15 30.64,-81.08 49.98,-54.69 -128.58,-22.07 -124.97,10.77 -122.83,43.56 -120.10,75.90 -109.08,70.72 46.18,38.23 53.66,5.42 56.15,-27.41 58.35,-59.96 62.70,-85.55 -177.04,-43.86 -96.96,-11.13 -94.22,21.72 -92.08,54.43 -88.49,85.47 -41.35,59.96 80.28,27.31 84.64,-5.54 86.84,-38.30 89.32,-70.67 96.77,-76.07 -108.13,-32.98 -65.84,-0.18 -63.52,32.65 -61.21,65.23 -55.72,81.16 92.76,49.12 112.34,16.37 115.43,-16.48 117.55,-49.15 120.64,-81.08 139.98,-65.45 -71.39
-82.81 116.51,-51.09 141.79,-18.44 145.04,14.42 147.16,47.18 150.11,79.36 165.69,67.15 -42.30,34.61 -36.24,1.77 -33.87,-31.03 -31.60,-63.54 -26.54,-72.57 164.74,-40.24 173.20,-7.49 175.77,25.36 177.94,58.03 -178.01,86.32 -80.61,56.36 -9.16,23.68 -5.34,-9.18 -3.18,-41.91 -0.54,-74.20 9.01,-61.88 -160.49,-29.35 -155.78,3.46 -153.55,36.28 -151.13,68.81 -144.48,77.77 9.46,45.50 22.59,12.73 25.43,-20.12 27.55,-52.75 30.96,-84.19 64.20,-51.09 -128.21,-18.44 -124.96,14.42 -122.84,47.18 -119.89,79.36 -104.31,67.15 47.70,34.61 53.76,1.77 56.13,-31.03 58.40,-63.54 63.46,-82.81 -153.49,-40.24 -96.80,-7.49 -94.23,25.36 -92.06,58.03 -88.01,86.32 9.39,56.36 80.84,23.68 84.66,-9.18 86.82,-41.91 89.46,-74.20 99.01,-72.57 -105.26,-29.35 -65.78,3.46 -63.55,36.28 -61.13,68.81 -54.48,77.77 99.46,45.50 112.59,12.73 115.43,-20.12 117.55,-52.75 120.96,-84.19 154.20,-61.88 -70.49
-79.53 126.19,-47.49 142.07,-14.80 145.04,18.06 147.16,50.79 150.39,82.66 175.04,63.58 -41.25,30.97 -36.17,-1.87 -33.90,-34.66 -31.53,-67.10 -25.49,-69.03 166.59,-36.63 173.32,-3.85 175.75,29.00 177.97,61.62 -177.36,84.29 -42.76,52.76 -8.73,20.04 -5.32,-12.82 -3.20,-45.53 -0.36,-77.68 12.63,-58.30 -159.83,-25.73 -155.74,7.11 -153.57,39.91 -151.01,72.36 -142.66,74.28 13.14,41.88 22.77,9.09 25.41,-23.75 27.56,-56.35 31.38,-86.29 100.70,-47.49 -127.93,-14.80 -124.96,18.06 -122.84,50.79 -119.61,82.66 -94.96,63.58 48.75,30.97 53.83,-1.87 56.10,-34.66 58.47,-67.10 64.51,-79.53 -143.81,-36.63 -96.68,-3.85 -94.25,29.00 -92.03,61.62 -87.36,84.29 47.24,52.76 81.27,20.04 84.68,-12.82 86.80,-45.53 89.64,-77.68 102.63,-69.03 -103.41,-25.73 -65.74,7.11 -63.57,39.91 -61.01,72.36 -52.66,74.28 103.14,41.88 112.77,9.09 115.41,-23.75 117.56,-56.35 121.38,-86.29 -169.30,-58.30 -69.83
-76.10 131.09,-43.88 142.29,-11.16 145.03,21.70 147.16,54.40 150.75,85.46 -162.34,59.98 -40.48,27.34 -36.12,-5.51 -33.92,-38.28 -31.43,-70.65 -24.00,-65.48 167.85,-33.00 173.41,-0.21 175.72,32.63 178.03,65.21 -176.48,81.18 -28.05,49.14 -8.41,16.40 -5.32,-16.46 -3.21,-49.13 -0.12,-81.06 19.17,-54.71 -159.34,-22.09 -155.72,10.75 -153.58,43.54 -150.86,75.88 -139.86,70.74 15.42,38.26 22.91,5.44 25.39,-27.38 27.59,-59.93 31.94,-85.56 151.97,-43.88 -127.71,-11.16 -124.97,21.70 -122.84,54.40 -119.25,85.46 -72.34,59.98 49.52,27.34 53.88,-5.51 56.08,-38.28 58.57,-70.65 66.00,-76.10 -138.91,-33.00 -96.59,-0.21 -94.28,32.63 -91.97,65.21 -86.48,81.18 61.95,49.14 81.59,16.40 84.68,-16.46 86.79,-49.13 89.88,-81.06 109.17,-65.48 -102.15,-22.09 -65.72,10.75 -63.58,43.54 -60.86,75.88 -49.86,70.74 105.42,38.26 112.91,5.44 115.39,-27.38 117.59,-59.93 121.94,-85.56 -118.03,-54.71 -69.34
-72.59 133.97,-40.27 142.45,-7.52 145.01,25.34 147.18,58.01 151.23,86.33 -111.72,56.39 -39.92,23.70 -36.09,-9.15 -33.94,-41.89 -31.30,-74.18 -21.76,-61.90 168.75,-29.38 173.47,3.44 175.70,36.26 178.12,68.78 -175.24,77.79 -21.33,45.53 -8.17,12.75 -5.33,-20.09 -3.20,-52.73 0.20,-84.17 33.30,-51.11 -158.97,-18.46 -155.71,14.39 -153.60,47.15 -150.65,79.33 -135.11,67.18 16.93,34.63 23.01,1.80 25.37,-31.01 27.64,-63.51 32.70,-82.83 175.67,-40.27 -127.55,-7.52 -124.99,25.34 -122.82,58.01 -118.77,86.33 -21.72,56.39 50.08,23.70 53.91,-9.15 56.06,-41.89 58.70,-74.18 68.24,-72.59 -136.03,-29.38 -96.53,3.44 -94.30,36.26 -91.88,68.78 -85.24,77.79 68.67,45.53 81.83,12.75 84.67,-20.09 86.80,-52.73 90.20,-84.17 123.30,-61.90 -101.25,-18.46 -65.71,14.39 -63.60,47.15 -60.65,79.33 -45.11,67.18 106.93,34.63 113.01,1.80 115.37,-31.01 117.64,-63.51 122.70,-82.83 -94.33,-51.11 -68.97
-69.06 135.82,-36.65 142.56,-3.87 144.99,28.97 147.22,61.60 151.88,84.31 -73.66,52.78 -39.49,20.06 -36.08,-12.80 -33.95,-45.50 -31.12,-77.65 -18.15,-58.32 169.41,-25.75 173.50,7.08 175.68,39.89 178.23,72.34 -173.43,74.30 -17.63,41.91 -7.99,9.11 -5.34,-23.73 -3.19,-56.33 0.62,-86.28 69.60,-47.51 -158.68,-14.82 -155.72,18.03 -153.60,50.77 -150.37,82.64 -125.80,63.60 17.99,31.00 23.08,-1.85 25.35,-34.63 27.71,-67.08 33.74,-79.55 -174.61,-36.65 -127.44,-3.87 -125.01,28.97 -122.78,61.60 -118.12,84.31 16.34,52.78 50.51,20.06 53.92,-12.80 56.05,-45.50 58.88,-77.65 71.85,-69.06 -134.18,-25.75 -96.50,7.08 -94.32,39.89 -91.77,72.34 -83.43,74.30 72.37,41.91 82.01,9.11 84.66,-23.73 86.81,-56.33 90.62,-86.28 159.60,-58.32 -100.59,-14.82 -65.72,18.03 -63.60,50.77 -60.37,82.64 -35.80,63.60 107.99,31.00 113.08,-1.85 115.35,-34.63 117.71,-67.08 123.74,-79.55 -84.61,-47.51 -68.68
-65.50 137.09,-33.03 142.65,-0.23 144.97,32.61 147.28,65.19 152.76,81.20 -58.87,49.17 -39.17,16.42 -36.07,-16.43 -33.96,-49.11 -30.87,-81.04 -11.64,-54.73 169.91,-22.12 173.53,10.73 175.66,43.51 178.39,75.86 -170.64,70.76 -15.35,38.28 -7.85,5.47 -5.36,-27.36 -3.16,-59.91 1.18,-85.58 120.97,-43.90 -158.47,-11.18 -155.73,21.68 -153.59,54.38 -150.01,85.44 -103.32,60.01 18.76,27.36 23.13,-5.49 25.33,-38.25 27.81,-70.63 35.23,-76.12 -169.69,-33.03 -127.35,-0.23 -125.03,32.61 -122.72,65.19 -117.24,81.20 31.13,49.17 50.83,16.42 53.93,-16.43 56.04,-49.11 59.13,-81.04 78.36,-65.50 -132.91,-22.12 -96.47,10.73 -94.34,43.51 -91.61,75.86 -80.64,70.76 74.65,38.28 82.15,5.47 84.64,-27.36 86.84,-59.91 91.18,-85.58 -149.03,-54.73 -100.09,-11.18 -65.73,21.68 -63.59,54.38 -60.01,85.44 -13.32,60.01 108.76,27.36 113.13,-5.49 115.33,-38.25 117.81,-70.63 125.23,-76.12 -79.69,-43.90 -68.47
-61.93 137.99,-29.40 142.71,3.41 144.95,36.24 147.36,68.76 154.00,77.81 -52.11,45.55 -38.93,12.78 -36.08,-20.07 -33.96,-52.71 -30.56,-84.15 2.41,-51.14 170.28,-18.48 173.53,14.37 175.65,47.13 178.60,79.31 -165.90,67.20 -13.83,34.65 -7.75,1.82 -5.38,-30.99 -3.11,-63.49 1.94,-82.85 144.82,-40.29 -158.31,-7.54 -155.74,25.31 -153.57,57.98 -149.53,86.33 -52.83,56.41 19.33,23.72 23.16,-9.13 25.31,-41.87 27.95,-74.15 37.47,-72.62 -166.80,-29.40 -127.29,3.41 -125.05,36.24 -122.64,68.76 -116.00,77.81 37.89,45.55 51.07,12.78 53.92,-20.07 56.04,-52.71 59.44,-84.15 92.41,-61.93 -132.01,-18.48 -96.47,14.37 -94.35,47.13 -91.40,79.31 -75.90,67.20 76.17,34.65 82.25,1.82 84.62,-30.99 86.89,-63.49 91.94,-82.85 -125.18,-51.14 -99.72,-7.54 -65.74,25.31 -63.57,57.98 -59.53,86.33 37.17,56.41 109.33,23.72 113.16,-9.13 115.31,-41.87 117.95,-74.15 127.47,-72.62 -76.80,-40.29 -68.31
-58.35 138.65,-25.77 142.75,7.06 144.92,39.86 147.48,72.31 155.80,74.32 -48.40,41.93 -38.74,9.13 -36.10,-23.70 -33.95,-56.30 -30.13,-86.28 38.50,-47.53 170.56,-14.84 173.53,18.01 175.65,50.75 178.87,82.62 -156.65,63.62 -12.77,31.02 -7.68,-1.82 -5.41,-34.61 -3.04,-67.06 2.98,-79.58 154.59,-36.67 -158.19,-3.90 -155.76,28.95 -153.54,61.58 -148.88,84.33 -14.57,52.80 19.75,20.09 23.17,-12.77 25.29,-45.48 28.13,-77.63 41.06,-69.08 -164.94,-25.77 -127.25,7.06 -125.08,39.86 -122.52,72.31 -114.20,74.32 41.60,41.93 51.26,9.13 53.90,-23.70 56.05,-56.30 59.87,-86.28 128.50,-58.35 -131.35,-14.84 -96.47,18.01 -94.35,50.75 -91.13,82.62 -66.65,63.62 77.23,31.02 82.32,-1.82 84.59,-34.61 86.96,-67.06 92.98,-79.58 -115.41,-47.53 -99.44,-3.90 -65.76,28.95 -63.54,61.58 -58.88,84.33 75.43,52.80 109.75,20.09 113.17,-12.77 115.29,-45.48 118.13,-77.63 131.06,-69.08 -74.94,-36.67 -68.19
-54.76 139.15,-22.14 142.77,10.70 144.91,43.49 147.63,75.83 158.58,70.79 -46.12,38.30 -38.60,5.49 -36.12,-27.34 -33.92,-59.89 -29.58,-85.59 89.97,-43.93 170.77,-11.21 173.52,21.65 175.65,54.36 179.24,85.43 -134.31,60.03 -12.00,27.39 -7.63,-5.47 -5.43,-38.23 -2.94,-70.61 4.47,-76.14 159.53,-33.05 -158.10,-0.25 -155.79,32.58 -153.48,65.16 -148.00,81.22 0.32,49.19 20.07,16.44 23.17,-16.41 25.29,-49.08 28.37,-81.02 47.54,-65.52 -163.67,-22.14 -127.23,10.70 -125.09,43.49 -122.37,75.83 -111.42,70.79 43.88,38.30 51.40,5.49 53.88,-27.34 56.08,-59.89 60.42,-85.59 179.97,-54.76 -130.85,-11.21 -96.48,21.65 -94.35,54.36 -90.76,85.43 -44.31,60.03 78.00,27.39 82.37,-5.47 84.57,-38.23 87.06,-70.61 94.47,-76.14 -110.47,-43.93 -99.23,-0.25 -65.79,32.58 -63.48,65.16 -58.00,81.22 90.32,49.19 110.07,16.44 113.17,-16.41 115.29,-49.08 118.37,-81.02 137.54,-65.52 -73.67,-33.05 -68.10
-51.16 139.52,-18.51 142.78,14.35 144.90,47.11 147.84,79.29 163.30,67.22 -44.59,34.68 -38.50,1.85 -36.14,-30.96 -33.87,-63.47 -28.82,-82.87 113.97,-40.31 170.94,-7.56 173.50,25.29 175.67,57.96 179.72,86.34 -83.94,56.43 -11.43,23.75 -7.60,-9.11 -5.45,-41.84 -2.81,-74.13 6.69,-72.64 162.43,-29.43 -158.04,3.39 -155.81,36.21 -153.40,68.74 -146.77,77.84 7.10,45.57 20.32,12.80 23.16,-20.05 25.29,-52.68 28.69,-84.14 61.52,-61.95 -162.77,-18.51 -127.22,14.35 -125.10,47.11 -122.16,79.29 -106.70,67.22 45.41,34.68 51.50,1.85 53.86,-30.96 56.13,-63.47 61.18,-82.87 -156.03,-51.16 -130.48,-7.56 -96.50,25.29 -94.33,57.96 -90.28,86.34 6.06,56.43 78.57,23.75 82.40,-9.11 84.55,-41.84 87.19,-74.13 96.69,-72.64 -107.57,-40.31 -99.06,3.39 -65.81,36.21 -63.40,68.74 -56.77,77.84 97.10,45.57 110.32,12.80 113.16,-20.05 115.29,-52.68 118.69,-84.14 151.52,-61.95 -72.77,-29.43 -68.04
-47.56 139.80,-14.87 142.78,17.99 144.89,50.72 148.12,82.60 172.51,63.64 -43.53,31.04 -38.43,-1.80 -36.16,-34.59 -33.80,-67.03 -27.78,-79.60 123.79,-36.70 171.05,-3.92 173.48,28.93 175.71,61.55 -179.64,84.35 -45.47,52.83 -11.01,20.11 -7.59,-12.75 -5.46,-45.46 -2.63,-77.61 10.28,-69.10 164.29,-25.80 -158.01,7.03 -155.83,39.84 -153.28,72.29 -144.97,74.35 10.82,41.95 20.50,9.16 23.15,-23.68 25.30,-56.28 29.11,-86.27 97.40,-58.37 -162.10,-14.87 -127.22,17.99 -125.11,50.72 -121.88,82.60 -97.49,63.64 46.47,31.04 51.57,-1.80 53.84,-34.59 56.20,-67.03 62.22,-79.60 -146.21,-47.56 -130.20,-3.92 -96.52,28.93 -94.29,61.55 -89.64,84.35 44.53,52.83 78.99,20.11 82.41,-12.75 84.54,-45.46 87.37,-77.61 100.28,-69.10 -105.71,-36.70 -98.95,7.03 -65.83,39.84 -63.28,72.29 -54.97,74.35 100.82,41.95 110.50,9.16 113.15,-23.68 115.30,-56.28 119.11,-86.27 -172.60,-58.37 -72.10,-25.80 -68.01
-43.95 140.02,-11.23 142.76,21.63 144.90,54.33 148.48,85.41 -165.29,60.05 -42.76,27.41 -38.38,-5.44 -36.18,-38.21 -33.70,-70.58 -26.30,-76.16 128.76,-33.07 171.14,-0.28 173.46,32.56 175.77,65.14 -178.76,81.25 -30.50,49.21 -10.68,16.47 -7.58,-16.39 -5.47,-49.06 -2.39,-80.99 16.73,-65.55 165.57,-22.16 -157.98,10.68 -155.85,43.46 -153.12,75.81 -142.19,70.81 13.12,38.33 20.64,5.51 23.13,-27.31 25.33,-59.87 29.67,-85.60 148.97,-54.78 -161.61,-11.23 -127.24,21.63 -125.10,54.33 -121.52,85.41 -75.29,60.05 47.24,27.41 51.62,-5.44 53.82,-38.21 56.30,-70.58 63.70,-76.16 -141.24,-43.95 -129.98,-0.28 -96.54,32.56 -94.23,65.14 -88.76,81.25 59.50,49.21 79.32,16.47 82.42,-16.39 84.53,-49.06 87.61,-80.99 106.73,-65.55 -104.43,-33.07 -98.86,10.68 -65.85,43.46 -63.12,75.81 -52.19,70.81 103.12,38.33 110.64,5.51 113.13,-27.31 115.33,-59.87 119.67,-85.60 -121.03,-54.78 -71.61,-22.16 -67.98
-40.34 140.18,-7.59 142.75,25.27 144.92,57.94 148.96,86.34 -115.05,56.46 -42.19,23.77 -38.35,-9.08 -36.20,-41.82 -33.56,-74.11 -24.08,-72.66 131.66,-29.45 171.20,3.37 173.44,36.19 175.85,68.71 -177.53,77.86 -23.69,45.60 -10.44,12.82 -7.59,-20.02 -5.47,-52.66 -2.07,-84.12 30.63,-61.97 166.47,-18.53 -157.98,14.32 -155.86,47.08 -152.92,79.27 -137.49,67.25 14.64,34.70 20.74,1.87 23.11,-30.94 25.38,-63.44 30.42,-82.89 173.12,-51.18 -161.24,-7.59 -127.25,25.27 -125.08,57.94 -121.04,86.34 -25.05,56.46 47.81,23.77 51.65,-9.08 53.80,-41.82 56.44,-74.11 65.92,-72.66 -138.34,-40.34 -129.82,3.37 -96.56,36.19 -94.15,68.71 -87.53,77.86 66.31,45.60 79.56,12.82 82.41,-20.02 84.53,-52.66 87.93,-84.12 120.63,-61.97 -103.53,-29.45 -98.80,14.32 -65.86,47.08 -62.92,79.27 -47.49,67.25 104.64,34.70 110.74,1.87 113.11,-30.94 115.38,-63.44 120.42,-82.89 -96.88,-51.18 -71.24,-18.53 -67.98
-36.72 140.30,-3.94 142.73,28.90 144.95,61.53 149.60,84.36 -76.37,52.85 -41.76,20.13 -38.34,-12.72 -36.22,-45.43 -33.38,-77.59 -20.51,-69.13 133.53,-25.82 171.24,7.01 173.42,39.82 175.97,72.27 -175.74,74.37 -19.95,41.98 -10.25,9.18 -7.60,-23.66 -5.45,-56.26 -1.65,-86.26 66.30,-58.39 167.14,-14.89 -157.98,17.96 -155.86,50.70 -152.64,82.58 -128.33,63.67 15.71,31.07 20.81,-1.77 23.09,-34.56 25.45,-67.01 31.46,-79.62 -177.00,-47.58 -160.95,-3.94 -127.27,28.90 -125.05,61.53 -120.40,84.36 13.63,52.85 48.24,20.13 51.66,-12.72 53.78,-45.43 56.62,-77.59 69.49,-69.13 -136.47,-36.72 -129.70,7.01 -96.58,39.82 -94.03,72.27 -85.74,74.37 70.05,41.98 79.75,9.18 82.40,-23.66 84.55,-56.26 88.35,-86.26 156.30,-58.39 -102.86,-25.82 -98.76,17.96 -65.86,50.70 -62.64,82.58 -38.33,63.67 105.71,31.07 110.81,-1.77 113.09,-34.56 115.45,-67.01 121.46,-79.62 -87.00,-47.58 -70.95,-14.89 -67.98
-33.10 140.39,-0.30 142.70,32.54 145.01,65.12 150.48,81.27 -61.32,49.24 -41.44,16.49 -38.34,-16.36 -36.22,-49.04 -33.14,-80.97 -14.08,-65.57 134.81,-22.19 171.26,10.66 173.40,43.44 176.12,75.79 -172.97,70.83 -17.65,38.35 -10.11,5.54 -7.62,-27.29 -5.43,-59.84 -1.09,-85.62 117.97,-54.80 167.63,-11.25 -157.99,21.60 -155.86,54.31 -152.28,85.40 -106.27,60.08 16.48,27.43 20.86,-5.42 23.06,-38.18 25.54,-70.56 32.94,-76.19 -172.02,-43.97 -160.74,-0.30 -127.30,32.54 -124.99,65.12 -119.52,81.27 28.68,49.24 48.56,16.49 51.66,-16.36 53.78,-49.04 56.86,-80.97 75.92,-65.57 -135.19,-33.10 -129.61,10.66 -96.60,43.44 -93.88,75.79 -82.97,70.83 72.35,38.35 79.89,5.54 82.38,-27.29 84.57,-59.84 88.91,-85.62 -152.03,-54.80 -102.37,-22.19 -98.74,21.60 -65.86,54.31 -62.28,85.40 -16.27,60.08 106.48,27.43 110.86,-5.42 113.06,-38.18 115.54,-70.56 122.94,-76.19 -82.02,-43.97 -70.74,-11.25 -67.99
-29.47 140.45,3.34 142.68,36.17 145.09,68.69 151.70,77.88 -54.47,45.62 -41.19,12.85 -38.35,-20.00 -36.22,-52.64 -32.83,-84.10 -0.27,-62.00 135.71,-18.55 171.27,14.30 173.39,47.06 176.33,79.25 -168.29,67.27 -16.12,34.72 -10.01,1.89 -7.65,-30.92 -5.38,-63.42 -0.34,-82.91 142.28,-51.21 168.01,-7.61 -158.01,25.24 -155.84,57.91 -151.80,86.35 -56.16,56.48 17.05,23.80 20.89,-9.06 23.04,-41.80 25.68,-74.08 35.15,-72.69 -169.11,-40.36 -160.58,3.34 -127.32,36.17 -124.91,68.69 -118.30,77.88 35.53,45.62 48.81,12.85 51.65,-20.00 53.78,-52.64 57.17,-84.10 89.73,-62.00 -134.29,-29.47 -129.55,14.30 -96.61,47.06 -93.67,79.25 -78.29,67.27 73.88,34.72 79.99,1.89 82.35,-30.92 84.62,-63.42 89.66,-82.91 -127.72,-51.21 -101.99,-18.55 -98.73,25.24 -65.84,57.91 -61.80,86.35 33.84,56.48 107.05,23.80 110.89,-9.06 113.04,-41.80 115.68,-74.08 125.15,-72.69 -79.11,-40.36 -70.58,-7.61 -68.01
